host,tool,indent,user,time,method,request_path,status,size,referer,agent
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/r57.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/r57eng.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/r57shell.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/root/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/service/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/services/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/sftp-config.json HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/shell.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/site.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/siteadmin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/smarty.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/sysadmin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/test.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/test.mdb HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/urls.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/Web.config HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/webadmin.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/webadmin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/webservice/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/webservices/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/wp-admin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/wpes.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/dvwa/css/wsdl/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/.env HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/.production.env HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/adm/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/admin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/admin_/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/admin_files/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/admin1/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/adminadmin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/administration/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/administrator/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/apache.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/app.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/app.config HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/application.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/awstats/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/backup/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/c99.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/c99shell.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/cmdasp.asp HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/config/database.yml HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/controlpanel/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/cpanel/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/data.mdb HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/DAws.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/db.mdb HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/dbninja/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/en.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/example.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/fpadmin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/httpd.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/httpd-vhosts.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/iisadmin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/isqlplus/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/local.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/management/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/manager/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/moadmin.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/modules.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/myservices/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/mywebservice/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/mywebservices/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/nginx.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/nst.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/nstview.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/php-backdoor.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/phpliteadmin.php HTTP/1.1,404,158,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/phpmyadmin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/portaladmin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/proftpd.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/r57.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/r57eng.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/r57shell.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/root/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/shell.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/site.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/siteadmin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/smarty.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/sysadmin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/test.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/test.mdb HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/urls.conf HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/Web.config HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/webadmin.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/webadmin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/wp-admin/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/wpes.php HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/brute/wsdl/ HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
192.168.4.164,netsparker,-,-,22/Dec/2016:15:19:13 +0300,HEAD,/DVWA/vulnerabilities/csrf/.env HTTP/1.1,404,139,-,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.16 Safari/537.36"""
